Set_Name,Theme,Pieces,Price,Pages,Unique_Pieces,Complexity,Ratio_Unique_Pieces,Ratio_Pages_Pieces,Theme_Complexity_Score,Combined_Score
Fiat 500,Creator Expert,960.0,89.99,144.0,269.0,avanserte,0.28020833333333334,0.15,3,1.1434027777777778
Steamboat Willie,Ideas,751.0,89.99,176.0,202.0,avanserte,0.26897470039946736,0.23435419440745672,3,1.1677762982689748
Yoda,Star Wars,1771.0,99.99,224.0,235.0,normale,0.13269339356295878,0.12648221343873517,2,0.7530585356672314
Castle of the Forsaken Emperor,NINJAGO,1218.0,99.99,248.0,361.0,normale,0.2963875205254516,0.20361247947454844,2,0.8333333333333334
Deep Space Rocket and Launch Control,City,837.0,99.99,304.0,308.0,normale,0.36798088410991636,0.3632019115890084,2,0.910394265232975
Downtown Fire Brigade,City,943.0,99.99,414.0,400.0,normale,0.4241781548250265,0.43902439024390244,2,0.9544008483563097
Thanos: Ultimate Battle,Marvel,674.0,69.99,116.0,190.0,normale,0.2818991097922849,0.17210682492581603,2,0.8180019782393669
Queen Watevra's So-Not-Evil' Space Palace,THE LEGO MOVIE 2,997.0,99.99,212.0,275.0,normale,0.275827482447342,0.21263791374122368,2,0.8294884653961886
Stormbringer,NINJAGO,493.0,39.99,108.0,182.0,normale,0.3691683569979716,0.21906693711967545,2,0.8627450980392157
"Ariel, Aurora, and Tiana's Royal Celebration",Disney,282.0,39.99,108.0,131.0,normale,0.4645390070921986,0.3829787234042553,2,0.9491725768321513
Oni Titan,NINJAGO,522.0,49.99,96.0,183.0,normale,0.3505747126436782,0.1839080459770115,2,0.8448275862068965
Boba Fett,Star Wars,144.0,29.99,48.0,67.0,normale,0.4652777777777778,0.3333333333333333,2,0.9328703703703703
Cole's Earth Driller ,NINJAGO,587.0,49.99,132.0,216.0,normale,0.3679727427597956,0.22487223168654175,2,0.8642816581487791
World Animals,DUPLO,121.0,99.99,48.0,75.0,enkle,0.6198347107438017,0.39669421487603307,1,0.6721763085399449
Statue of Liberty,Architecture,1685.0,119.99,184.0,146.0,avanserte,0.08664688427299704,0.10919881305637982,3,1.0652818991097923
Rapunzel's Tower,DUPLO,37.0,29.99,24.0,26.0,enkle,0.7027027027027027,0.6486486486486487,1,0.7837837837837838
NASA Apollo 11 Lunar Lander,Creator Expert,1087.0,99.99,124.0,193.0,avanserte,0.17755289788408463,0.1140754369825207,3,1.0972094449555352
Harley-Davidson Fat Boy,Creator Expert,1023.0,99.99,156.0,300.0,avanserte,0.2932551319648094,0.15249266862170088,3,1.1485826001955035
Batcave Clayface Invasion,Batman,1038.0,99.99,168.0,333.0,normale,0.3208092485549133,0.16184971098265896,2,0.8275529865125241
The White House,Architecture,1483.0,99.99,188.0,180.0,avanserte,0.12137559002022927,0.126770060687795,3,1.0827152169026748
Dom's Dodge Charger,Technic,1077.0,99.99,236.0,172.0,avanserte,0.15970287836583102,0.2191272051996286,3,1.1262766945218199
Passenger Airplane,City,669.0,99.99,273.0,288.0,normale,0.4304932735426009,0.4080717488789238,2,0.9461883408071748
Summer Fun Water Park,Friends,1001.0,99.99,316.0,394.0,normale,0.3936063936063936,0.3156843156843157,2,0.903096903096903
Pirate Ship,Creator 3-in-1,1264.0,99.99,428.0,359.0,avanserte,0.28401898734177217,0.33860759493670883,3,1.207542194092827
Range Trooper,Star Wars,101.0,24.99,48.0,51.0,normale,0.504950495049505,0.4752475247524752,2,0.9933993399339934
Sweet Mayhem's Systar Starship!,THE LEGO MOVIE 2,502.0,69.99,100.0,188.0,normale,0.3745019920318725,0.199203187250996,2,0.8579017264276229
Indominus rex vs. Ankylosaurus,Jurassic World,537.0,99.99,112.0,216.0,normale,0.4022346368715084,0.2085661080074488,2,0.8702669149596524
Crocodile Locomotive,Creator Expert,1271.0,99.99,132.0,212.0,avanserte,0.16679779701022818,0.1038552321007081,3,1.090217676370312
Hogwarts Astronomy Tower,Harry Potter,971.0,99.99,172.0,310.0,normale,0.3192584963954686,0.17713697219361482,2,0.8321318228630279
Hogwarts Great Hall,Harry Potter,878.0,99.99,184.0,284.0,normale,0.3234624145785877,0.20956719817767655,2,0.8443432042520881
Gingerbread House,Creator Expert,1477.0,99.99,196.0,321.0,avanserte,0.2173324306025728,0.13270142180094788,3,1.1166779508011737
Rex's Rexplorer!,THE LEGO MOVIE 2,1187.0,119.99,208.0,299.0,normale,0.2518955349620893,0.17523167649536647,2,0.8090424038191518
Mobile Crane,Technic,1292.0,99.99,272.0,144.0,avanserte,0.11145510835913312,0.21052631578947367,3,1.107327141382869
Mystery Castle,Hidden Side,1035.0,99.99,296.0,335.0,normale,0.32367149758454106,0.28599033816425123,2,0.8698872785829308
Police Station,City,743.0,99.99,345.0,298.0,normale,0.40107671601615075,0.46433378196500674,2,0.9551368326603858
Tuning Workshop,City,897.0,99.99,389.0,411.0,normale,0.45819397993311034,0.4336677814938685,2,0.9639539204756596
Ghost Train Express,Hidden Side,698.0,79.99,136.0,268.0,normale,0.3839541547277937,0.19484240687679083,2,0.8595988538681949
Defense of Crait,Star Wars,746.0,84.99,144.0,289.0,normale,0.3873994638069705,0.19302949061662197,2,0.8601429848078642
Imperial AT-Hauler,Star Wars,829.0,99.99,148.0,206.0,normale,0.24849215922798554,0.17852834740651388,2,0.8090068355448331
Arctic Supply Plane,City,707.0,79.99,132.0,239.0,normale,0.33804809052333806,0.1867043847241867,2,0.8415841584158416
Ninja Nightcrawler,NINJAGO,552.0,39.99,124.0,205.0,normale,0.3713768115942029,0.2246376811594203,2,0.8653381642512077
T. Rex Transport,Jurassic World,609.0,69.99,156.0,174.0,normale,0.2857142857142857,0.2561576354679803,2,0.8472906403940886
Empire State Building,Architecture,1767.0,129.99,140.0,128.0,avanserte,0.0724391624221845,0.07923033389926429,3,1.0505564987738163
Imperial Conveyex Transport,Star Wars,622.0,89.99,120.0,187.0,normale,0.30064308681672025,0.19292604501607716,2,0.8311897106109325
Land Bounty,NINJAGO,1178.0,129.99,252.0,400.0,normale,0.3395585738539898,0.21392190152801357,2,0.8511601584606678
Heartlake City Amusement Pier,Friends,1251.0,129.99,316.0,433.0,normale,0.34612310151878495,0.25259792166266987,2,0.866240341060485
Speed Force Freeze Pursuit,DC,271.0,29.99,80.0,138.0,normale,0.5092250922509225,0.2952029520295203,2,0.934809348093481
Avengers Helicarrier,Marvel,1244.0,119.99,220.0,355.0,normale,0.2853697749196141,0.17684887459807075,2,0.8207395498392284
Slave I - 20th Anniversary Edition,Star Wars,1007.0,119.99,164.0,293.0,normale,0.29096325719960275,0.1628599801390268,2,0.8179410791128765
Firstbourne,NINJAGO,882.0,69.99,172.0,337.0,normale,0.3820861678004535,0.19501133786848074,2,0.8590325018896449
Corvus Glaive Thresher Attack,Marvel,416.0,39.99,124.0,168.0,normale,0.40384615384615385,0.2980769230769231,2,0.9006410256410255
Heavy Duty Forklift,Technic,592.0,69.99,232.0,109.0,avanserte,0.18412162162162163,0.3918918918918919,3,1.1920045045045045
Porsche 911 RSR,Technic,1580.0,149.99,296.0,178.0,avanserte,0.11265822784810127,0.18734177215189873,3,1.0999999999999999
Cargo Train,DUPLO,105.0,119.99,64.0,68.0,enkle,0.6476190476190476,0.6095238095238096,1,0.7523809523809524
Hovercraft,Technic,1020.0,89.99,349.0,139.0,avanserte,0.13627450980392156,0.34215686274509804,3,1.1594771241830066
App-Controlled Top Gear Rally Car,Powered UP,463.0,129.99,120.0,93.0,avanserte,0.20086393088552915,0.2591792656587473,3,1.1533477321814256
Kylo Ren's Shuttle,Star Wars,1005.0,129.99,184.0,271.0,normale,0.26965174129353237,0.18308457711442785,2,0.8175787728026535
Darth Vader's Castle,Star Wars,1060.0,129.99,188.0,285.0,normale,0.2688679245283019,0.17735849056603772,2,0.8154088050314465
Ferrari Ultimate Garage,Speed Champions,841.0,99.99,200.0,309.0,normale,0.36741973840665876,0.23781212841854935,2,0.8684106222750693
Newbury Haunted High School,Hidden Side,1474.0,129.99,308.0,482.0,normale,0.32700135685210313,0.208955223880597,2,0.8453188602442334
Porg,Star Wars,811.0,69.99,144.0,189.0,normale,0.23304562268803947,0.17755856966707767,2,0.803534730785039
Tracked Loader,Technic,827.0,79.99,140.0,128.0,avanserte,0.154776299879081,0.16928657799274485,3,1.1080209592906087
Passenger Train,City,677.0,159.99,230.0,165.0,normale,0.24372230428360414,0.3397341211225997,2,0.8611521418020679
Rocket Assembly &Transport,City,1055.0,149.99,340.0,364.0,normale,0.34502369668246446,0.3222748815165877,2,0.8890995260663507
Carnotaurus Gyrosphere Escape,Jurassic World,577.0,79.99,140.0,226.0,normale,0.39168110918544197,0.24263431542461006,2,0.878105141536684
Sleeping Beauty's Fairytale Castle,Disney,322.0,39.99,84.0,171.0,normale,0.531055900621118,0.2608695652173913,2,0.9306418219461697
App-Controlled Batmobile,DC,321.0,99.99,108.0,114.0,normale,0.35514018691588783,0.3364485981308411,2,0.897196261682243
The Skeleton Attack,Minecraft,457.0,39.99,100.0,136.0,normale,0.2975929978118162,0.2188183807439825,2,0.838803792851933
Mia's Camper Van,Friends,488.0,54.99,116.0,222.0,normale,0.45491803278688525,0.23770491803278687,2,0.8975409836065573
Mountain Police Headquarters,City,663.0,89.99,272.0,324.0,normale,0.48868778280542985,0.41025641025641024,2,0.9663147310206134
Droid Gunship,Star Wars,389.0,49.99,84.0,150.0,normale,0.3856041131105398,0.2159383033419023,2,0.8671808054841473
Ford Mustang,Creator Expert,1471.0,149.99,212.0,358.0,avanserte,0.2433718558803535,0.1441196464989803,3,1.1291638341264447
Ocean Exploration Ship,City,745.0,149.99,229.0,314.0,normale,0.4214765100671141,0.3073825503355705,2,0.9096196868008949
The Bat-Space Shuttle,DC,643.0,79.99,124.0,239.0,normale,0.37169517884914466,0.19284603421461896,2,0.8548470710212546
Ship in a Bottle,Ideas,962.0,69.99,156.0,124.0,avanserte,0.1288981288981289,0.16216216216216217,3,1.0970200970200972
Arctic Mobile Exploration Base,City,786.0,119.99,236.0,255.0,normale,0.3244274809160305,0.30025445292620867,2,0.874893977947413
Forest Harvester,Technic,1003.0,149.99,388.0,157.0,avanserte,0.15653040877367896,0.386839481555334,3,1.1811232967763377
Cinderella's Dream Castle,Disney,585.0,69.99,132.0,218.0,normale,0.37264957264957266,0.22564102564102564,2,0.8660968660968661
Millennium Falcon,Star Wars,1353.0,159.99,268.0,352.0,normale,0.2601626016260163,0.19807834441980784,2,0.8194136486819413
Killow vs. Samurai X,NINJAGO,556.0,49.99,128.0,220.0,normale,0.39568345323741005,0.2302158273381295,2,0.8752997601918465
Heartlake City Pet Centre,Friends,474.0,59.99,108.0,234.0,normale,0.4936708860759494,0.22784810126582278,2,0.9071729957805909
Rally Car,Technic,1005.0,109.99,364.0,152.0,avanserte,0.15124378109452735,0.36218905472636814,3,1.1711442786069652
The Bedrock Adventures,Minecraft,644.0,89.99,108.0,168.0,normale,0.2608695652173913,0.16770186335403728,2,0.8095238095238096
X-wing Starfighter,Star Wars,730.0,79.99,120.0,224.0,normale,0.30684931506849317,0.1643835616438356,2,0.8237442922374428
Compact Crawler Crane,Technic,920.0,99.99,344.0,102.0,avanserte,0.1108695652173913,0.3739130434782609,3,1.1615942028985506
Pirate Roller Coaster,Creator 3-in-1,923.0,89.99,324.0,277.0,avanserte,0.3001083423618635,0.35102925243770317,3,1.217045864933189
Imperial Landing Craft,Star Wars,636.0,89.99,108.0,191.0,normale,0.300314465408805,0.16981132075471697,2,0.8233752620545074
Volvo Concept Wheel Loader ZEUX,Technic,1167.0,139.99,504.0,143.0,avanserte,0.12253641816623821,0.4318766066838046,3,1.184804341616681
Land Rover Defender,Technic,2573.0,199.99,496.0,262.0,avanserte,0.10182666148464826,0.1927710843373494,3,1.0981992486073324
Car Transporter,Technic,2493.0,179.99,961.0,190.0,avanserte,0.0762133975130365,0.3854793421580425,3,1.1538975798903597
Bookshop,Creator Expert,2504.0,179.99,216.0,561.0,avanserte,0.2240415335463259,0.08626198083067092,3,1.1034345047923322
Cargo Train,City,1227.0,229.99,362.0,410.0,normale,0.3341483292583537,0.29502852485737574,2,0.8763922847052431
Friendship House,Friends,722.0,69.99,164.0,309.0,normale,0.4279778393351801,0.22714681440443213,2,0.8850415512465375
Vestas Wind Turbine,Creator Expert,826.0,199.99,148.0,230.0,avanserte,0.2784503631961259,0.1791767554479419,3,1.152542372881356
The Hulkbuster: Ultron Edition,Marvel,1363.0,119.99,184.0,268.0,normale,0.1966250917094644,0.13499633162142333,2,0.777207141110296
Dragon Pit,NINJAGO,1660.0,129.99,244.0,424.0,normale,0.25542168674698795,0.14698795180722893,2,0.8008032128514057
Sanctum Sanctorum Showdown,Marvel,1004.0,99.99,220.0,312.0,normale,0.3107569721115538,0.21912350597609562,2,0.8432934926958832
Droid Commander,Star Wars,1177.0,199.99,25.0,343.0,normale,0.29141886151231944,0.021240441801189464,2,0.7708864344378363
The Farm Cottage ,Minecraft,549.0,49.99,116.0,157.0,normale,0.2859744990892532,0.21129326047358835,2,0.8324225865209471
The Upside Down,Stranger Things,2287.0,199.99,300.0,533.0,normale,0.23305640577175338,0.13117621337997376,2,0.7880775397172424
Corner Garage,Creator Expert,2569.0,199.99,236.0,564.0,avanserte,0.21954067730634488,0.09186453873102375,3,1.1038017386791228
Tantive IV,Star Wars,1768.0,199.99,260.0,387.0,normale,0.21889140271493213,0.14705882352941177,2,0.7886500754147813
A-wing Starfighter,Star Wars,1673.0,199.99,272.0,355.0,normale,0.21219366407650928,0.1625821876867902,2,0.7915919505877665
Pirates of Barracuda Bay,Ideas,2545.0,199.99,460.0,575.0,avanserte,0.22593320235756384,0.1807465618860511,3,1.1355599214145384
Imperial TIE Fighter,Star Wars,519.0,69.99,76.0,129.0,normale,0.24855491329479767,0.1464354527938343,2,0.7983301220295439
Indoraptor Rampage at Lockwood Estate,Jurassic World,1019.0,129.99,176.0,257.0,normale,0.2522080471050049,0.17271835132482827,2,0.808308799476611
City Hospital,City,861.0,99.99,329.0,362.0,normale,0.42044134727061555,0.3821138211382114,2,0.9341850561362758
Dieselnaut,NINJAGO,1179.0,109.99,156.0,308.0,normale,0.26123833757421544,0.13231552162849872,2,0.7978512864009047
Sandcrawler,Star Wars,1239.0,139.99,188.0,277.0,normale,0.22356739305891848,0.15173527037933818,2,0.7917675544794189
4x4 X-Treme Off-Roader,Powered UP,958.0,249.99,224.0,131.0,avanserte,0.13674321503131523,0.23382045929018788,3,1.1235212247738344
The Rexcelsior!,THE LEGO MOVIE 2,1826.0,149.99,276.0,377.0,normale,0.20646221248630886,0.1511500547645126,2,0.7858707557502739
Heartlake City Resort,Friends,1017.0,99.99,208.0,326.0,normale,0.32055063913470994,0.20452310717797442,2,0.8416912487708949
AT-AT,Star Wars,1267.0,159.99,188.0,285.0,normale,0.2249408050513023,0.1483820047355959,2,0.7911076032622995
Mining Experts Site,City,883.0,99.99,244.0,284.0,normale,0.32163080407701017,0.27633069082672707,2,0.8659871649679124
Capital City,City,1211.0,149.99,441.0,489.0,normale,0.4037985136251032,0.36416184971098264,2,0.9226534544453621
6x6 Volvo Articulated Hauler,Technic,2193.0,249.99,456.0,234.0,avanserte,0.106703146374829,0.2079343365253078,3,1.1048791609667123
Downtown Diner,Creator Expert,2480.0,169.99,200.0,508.0,avanserte,0.20483870967741935,0.08064516129032258,3,1.0951612903225807
Kessel Run Millennium Falcon,Star Wars,1414.0,169.99,208.0,318.0,normale,0.2248939179632249,0.1471004243281471,2,0.7906647807637907
Temple of Resurrection,NINJAGO,765.0,69.99,144.0,297.0,normale,0.38823529411764707,0.18823529411764706,2,0.8588235294117647
Rough Terrain Crane,Technic,4057.0,299.99,1527.0,262.0,avanserte,0.06457973872319447,0.37638649248212963,3,1.146988743735108
Old Trafford - Manchester United,Creator Expert,3898.0,299.99,368.0,332.0,avanserte,0.08517188301693177,0.0944073884043099,3,1.059859757140414
Farm Adventures,DUPLO,104.0,59.99,40.0,42.0,enkle,0.40384615384615385,0.38461538461538464,1,0.5961538461538461
Mack Anthem,Technic,2595.0,179.99,897.0,253.0,avanserte,0.097495183044316,0.34566473988439306,3,1.1477199743095696
Bugatti Chiron,Technic,3599.0,349.99,633.0,306.0,avanserte,0.08502361767157544,0.17588218949708254,3,1.0869686023895526
Roller Coaster,Creator Expert,4124.0,379.99,440.0,556.0,avanserte,0.13482056256062075,0.1066925315227934,3,1.0805043646944714
Voltron,Ideas,2321.0,179.99,92.0,471.0,avanserte,0.2029297716501508,0.03963808703145196,3,1.0808559528938677
Hogwarts Castle,Harry Potter,6020.0,399.99,636.0,624.0,normale,0.10365448504983389,0.10564784053156147,2,0.7364341085271318
NINJAGO City Docks,NINJAGO,3553.0,229.99,380.0,690.0,normale,0.1942020827469744,0.10695187165775401,2,0.7670513181349095
Liebherr R 9800,Powered UP,4108.0,449.99,740.0,221.0,avanserte,0.05379746835443038,0.1801363193768257,3,1.0779779292437521
Betrayal at Cloud City,Star Wars,2812.0,349.99,388.0,676.0,normale,0.24039829302987198,0.1379800853485064,2,0.7927927927927928
Imperial Star Destroyer,Star Wars,4784.0,699.99,444.0,445.0,normale,0.09301839464882942,0.09280936454849498,2,0.7286092530657747
Battle of Endor,Star Wars,197.0,14.99,1.0,40.0,normale,0.20304568527918782,0.005076142131979695,2,0.7360406091370558
Mini Frame,DOTS,85.0,4.99,2.0,13.0,normale,0.15294117647058825,0.023529411764705882,2,0.7254901960784313
Creative Picture Frames,DOTS,398.0,19.99,2.0,31.0,normale,0.07788944723618091,0.005025125628140704,2,0.6943048576214405
Monkie Kid's Delivery Bike,Monkie Kid,22.0,4.99,3.0,18.0,avanserte,0.8181818181818182,0.13636363636363635,3,1.3181818181818181
Road Worker,City,58.0,3.99,3.0,33.0,normale,0.5689655172413793,0.05172413793103448,2,0.8735632183908045
Police Water Plane,City,48.0,3.99,3.0,36.0,normale,0.75,0.0625,2,0.9375
Arctic Ice Saw,City,43.0,3.99,3.0,34.0,normale,0.7906976744186046,0.06976744186046512,2,0.9534883720930232
Space Satellite,City,36.0,3.99,3.0,24.0,normale,0.6666666666666666,0.08333333333333333,2,0.9166666666666666
Beach Buggy,City,45.0,4.99,3.0,29.0,normale,0.6444444444444445,0.06666666666666667,2,0.9037037037037038
Baby Velociraptor Playpen,Jurassic World,48.0,3.99,3.0,25.0,normale,0.5208333333333334,0.0625,2,0.8611111111111112
Olivia's Remote Control Boat,Friends,25.0,3.99,3.0,23.0,normale,0.92,0.12,2,1.0133333333333334
Unikitty Roller Coaster Wagon,Unikitty,46.0,3.99,3.0,28.0,enkle,0.6086956521739131,0.06521739130434782,1,0.5579710144927535
Chocolate Box & Flower,Friends,75.0,4.99,3.0,32.0,normale,0.4266666666666667,0.04,2,0.8222222222222223
Royal Talon Fighter,Marvel,59.0,3.99,3.0,25.0,normale,0.423728813559322,0.05084745762711865,2,0.824858757062147
Rex's Plantimal Ambush,THE LEGO MOVIE 2,32.0,3.99,3.0,23.0,normale,0.71875,0.09375,2,0.9375
The Guardians' Ship,Marvel,69.0,3.99,3.0,36.0,normale,0.5217391304347826,0.043478260869565216,2,0.8550724637681159
Poppy's Carriage,Trolls World Tour,51.0,4.99,3.0,30.0,normale,0.5882352941176471,0.058823529411764705,2,0.8823529411764706
DJ,Star Wars,22.0,4.99,3.0,15.0,normale,0.6818181818181818,0.13636363636363635,2,0.9393939393939394
Traffic Lights,Xtra,46.0,3.99,3.0,17.0,enkle,0.3695652173913043,0.06521739130434782,1,0.47826086956521735
Streetlamps,Xtra,34.0,3.99,3.0,24.0,enkle,0.7058823529411765,0.08823529411764706,1,0.5980392156862745
Ninjago Minifigure Pack,NINJAGO,59.0,12.99,3.0,33.0,normale,0.559322033898305,0.05084745762711865,2,0.8700564971751413
Spider-Man and the Museum Break-In,Marvel,49.0,14.99,3.0,33.0,normale,0.673469387755102,0.061224489795918366,2,0.9115646258503401
Summer Celebration Minifigure Pack,Minifigures,45.0,12.99,3.0,35.0,enkle,0.7777777777777778,0.06666666666666667,1,0.6148148148148148
Police MF Accessory Set,Minifigures,42.0,12.99,3.0,33.0,enkle,0.7857142857142857,0.07142857142857142,1,0.6190476190476191
Fairground Accessory Set,Minifigures,51.0,12.99,3.0,35.0,enkle,0.6862745098039216,0.058823529411764705,1,0.5816993464052288
Sports Accessories,Xtra,36.0,3.99,3.0,20.0,enkle,0.5555555555555556,0.08333333333333333,1,0.5462962962962963
Botanical Accessories,Xtra,32.0,3.99,3.0,17.0,enkle,0.53125,0.09375,1,0.5416666666666666
Falcon & Black Widow Team-Up,Marvel,60.0,14.99,3.0,34.0,normale,0.5666666666666667,0.05,2,0.8722222222222222
Spinjitzu Burst - Cole,NINJAGO,48.0,9.99,3.0,31.0,normale,0.6458333333333334,0.0625,2,0.9027777777777778
Spinjitzu Burst Lloyd,NINJAGO,48.0,9.99,3.0,30.0,normale,0.625,0.0625,2,0.8958333333333334
Golden Zane Accessory Set ,NINJAGO,73.0,12.99,5.0,31.0,normale,0.4246575342465753,0.0684931506849315,2,0.8310502283105023
Stephanie's Play Cube - Beauty Salon,Friends,44.0,9.99,5.0,35.0,normale,0.7954545454545454,0.11363636363636363,2,0.9696969696969697
Andrea's Jungle Play Cube,Friends,47.0,9.99,5.0,43.0,normale,0.9148936170212766,0.10638297872340426,2,1.0070921985815602
Stephanie's Jungle Play Cube,Friends,41.0,9.99,5.0,38.0,normale,0.926829268292683,0.12195121951219512,2,1.016260162601626
Olivia's Jungle Play Cube,Friends,51.0,9.99,5.0,42.0,normale,0.8235294117647058,0.09803921568627451,2,0.9738562091503268
Mia's Jungle Play Cube,Friends,43.0,9.99,5.0,36.0,normale,0.8372093023255814,0.11627906976744186,2,0.9844961240310077
Obi-Wan Kenobi - Collectable Minifigure,Star Wars,12.0,3.99,6.0,10.0,normale,0.8333333333333334,0.5,2,1.1111111111111112
My First Dinosaur,DUPLO,7.0,3.49,7.0,6.0,enkle,0.8571428571428571,1.0,1,0.9523809523809524
Hogwarts Students Accessory Set,Harry Potter,53.0,14.99,9.0,33.0,normale,0.6226415094339622,0.16981132075471697,2,0.930817610062893
My First Balancing Animals,DUPLO,15.0,14.99,9.0,14.0,enkle,0.9333333333333333,0.6,1,0.8444444444444444
Bulldozer,DUPLO,10.0,9.99,12.0,10.0,enkle,1.0,1.2,1,1.0666666666666667
Creative Fun,DUPLO,120.0,39.99,13.0,70.0,enkle,0.5833333333333334,0.10833333333333334,1,0.5638888888888889
Truck & Tracked Excavator,DUPLO,20.0,19.99,16.0,19.0,enkle,0.95,0.8,1,0.9166666666666666
Batcave,Batman,33.0,29.99,20.0,25.0,normale,0.7575757575757576,0.6060606060606061,2,1.1212121212121213
Ariel's Undersea Castle,Disney,35.0,29.99,20.0,27.0,normale,0.7714285714285715,0.5714285714285714,2,1.1142857142857143
Creative Animals,DUPLO,175.0,59.99,20.0,89.0,enkle,0.5085714285714286,0.11428571428571428,1,0.540952380952381
Cute Pug,Creator 3-in-1,68.0,3.99,28.0,32.0,avanserte,0.47058823529411764,0.4117647058823529,3,1.2941176470588236
Wrecking Ball Demolition,DUPLO,56.0,59.99,32.0,41.0,enkle,0.7321428571428571,0.5714285714285714,1,0.7678571428571428
Thanksgiving Turkey,BrickHeadz,114.0,9.99,32.0,48.0,normale,0.42105263157894735,0.2807017543859649,2,0.9005847953216374
Lightning McQueen's Race Day,Disney,42.0,29.99,36.0,32.0,normale,0.7619047619047619,0.8571428571428571,2,1.2063492063492063
Donald Duck,Disney,90.0,9.99,36.0,42.0,normale,0.4666666666666667,0.4,2,0.9555555555555556
Emma's Pet Party,Friends,67.0,9.99,36.0,50.0,normale,0.746268656716418,0.5373134328358209,2,1.0945273631840797
Wonder Woman,BrickHeadz,143.0,9.99,40.0,54.0,normale,0.3776223776223776,0.27972027972027974,2,0.8857808857808859
Easter Chick,BrickHeadz,120.0,9.99,44.0,50.0,normale,0.4166666666666667,0.36666666666666664,2,0.9277777777777777
Olaf's Traveling Sleigh,Disney,97.0,12.99,44.0,52.0,normale,0.5360824742268041,0.4536082474226804,2,0.9965635738831615
Valentine's Bear,BrickHeadz,150.0,9.99,44.0,65.0,normale,0.43333333333333335,0.29333333333333333,2,0.9088888888888889
Lucky Cat,BrickHeadz,134.0,9.99,44.0,71.0,normale,0.5298507462686567,0.3283582089552239,2,0.9527363184079602
Birthday Clown,BrickHeadz,150.0,9.99,48.0,77.0,normale,0.5133333333333333,0.32,2,0.9444444444444443
Valentine's Puppy,BrickHeadz,147.0,9.99,48.0,60.0,normale,0.40816326530612246,0.32653061224489793,2,0.9115646258503401
Dragon Dance Guy,BrickHeadz,170.0,9.99,48.0,72.0,normale,0.4235294117647059,0.2823529411764706,2,0.9019607843137255
Lady Liberty,BrickHeadz,153.0,9.99,48.0,43.0,normale,0.28104575163398693,0.3137254901960784,2,0.8649237472766885
Easter Sheep,BrickHeadz,192.0,9.99,48.0,57.0,normale,0.296875,0.25,2,0.8489583333333334
Wedding Bride,BrickHeadz,306.0,12.99,48.0,101.0,normale,0.3300653594771242,0.1568627450980392,2,0.8289760348583878
Wedding Groom,BrickHeadz,255.0,12.99,48.0,107.0,normale,0.4196078431372549,0.18823529411764706,2,0.869281045751634
Fun Future,Classic,186.0,9.99,49.0,95.0,enkle,0.510752688172043,0.26344086021505375,1,0.5913978494623656
Tower Crane & Construction,DUPLO,123.0,129.99,56.0,72.0,enkle,0.5853658536585366,0.45528455284552843,1,0.6802168021680216
Lucy's Builder Box!,THE LEGO MOVIE 2,141.0,29.99,56.0,71.0,normale,0.5035460992907801,0.3971631205673759,2,0.9669030732860521
Emmet's Builder Box!,THE LEGO MOVIE 2,125.0,29.99,56.0,76.0,normale,0.608,0.448,2,1.0186666666666666
Quantum Realm Explorers,Marvel,200.0,19.99,64.0,100.0,normale,0.5,0.32,2,0.9400000000000001
Moana's Island Home,Disney,202.0,29.99,68.0,121.0,normale,0.599009900990099,0.33663366336633666,2,0.9785478547854786
People Pack - Space Research and Development,City,209.0,39.99,68.0,146.0,normale,0.6985645933014354,0.3253588516746411,2,1.0079744816586922
Wu's Battle Dragon,NINJAGO,321.0,19.99,68.0,109.0,normale,0.3395638629283489,0.2118380062305296,2,0.8504672897196262
Iron Man Armory,Marvel,258.0,29.99,68.0,110.0,normale,0.4263565891472868,0.26356589147286824,2,0.896640826873385
Bricks Bricks Bricks,Classic,1500.0,59.99,69.0,327.0,enkle,0.218,0.046,1,0.42133333333333334
Marty McFly & Doc Brown,BrickHeadz,240.0,19.99,69.0,73.0,normale,0.30416666666666664,0.2875,2,0.8638888888888889
Diagon Alley,Harry Potter,374.0,19.99,72.0,116.0,normale,0.31016042780748665,0.1925133689839572,2,0.8342245989304814
Dilophosaurus Outpost Attack,Jurassic World,289.0,39.99,72.0,124.0,normale,0.4290657439446367,0.2491349480968858,2,0.8927335640138407
Ron Weasley & Albus Dumbledore,BrickHeadz,245.0,19.99,73.0,82.0,normale,0.3346938775510204,0.2979591836734694,2,0.8775510204081632
Battle of Hoth - 20th Anniversary Edition,Star Wars,195.0,14.99,76.0,77.0,normale,0.39487179487179486,0.38974358974358975,2,0.9282051282051281
Goofy & Pluto,Disney,214.0,14.99,76.0,94.0,normale,0.4392523364485981,0.35514018691588783,2,0.9314641744548288
Mulan's Training Grounds,Disney,157.0,29.99,76.0,94.0,normale,0.5987261146496815,0.4840764331210191,2,1.0276008492569002
Funny Octopus Ride,Friends,324.0,39.99,76.0,145.0,normale,0.44753086419753085,0.2345679012345679,2,0.8940329218106996
Kylo Ren & Sith Trooper,Star Wars,240.0,19.99,76.0,72.0,normale,0.3,0.31666666666666665,2,0.8722222222222222
Owen & Blue,BrickHeadz,234.0,19.99,77.0,82.0,normale,0.3504273504273504,0.32905982905982906,2,0.8931623931623932
